code_rome,slug,title,grand_domaine_code,grand_domaine,domaine_pro,projets_recrutement,taux_difficulte,is_digital,transition_eco,emploi_reglemente,url
F1605,f1605,Monteur / Monteuse de réseaux électriques,F,"Construction, Bâtiment et Travaux publics",Second oeuvre,1141,71.7,False,Emploi stratégique pour la Transition écologique,N,https://candidat.francetravail.fr/metierscope/fiche-metier/F1605
F1606,f1606,Peintre en bâtiment,F,"Construction, Bâtiment et Travaux publics",Second oeuvre,7097,54.7,False,Emploi Blanc,,https://candidat.francetravail.fr/metierscope/fiche-metier/F1606
F1607,f1607,Menuisier / Menuisière aluminium,F,"Construction, Bâtiment et Travaux publics",Second oeuvre,5442,66.4,False,Emploi stratégique pour la Transition écologique,,https://candidat.francetravail.fr/metierscope/fiche-metier/F1607
F1608,f1608,Carreleur / Carreleuse,F,"Construction, Bâtiment et Travaux publics",Second oeuvre,5303,62.6,False,Emploi Blanc,O,https://candidat.francetravail.fr/metierscope/fiche-metier/F1608
F1609,f1609,Solier / Solière,F,"Construction, Bâtiment et Travaux publics",Second oeuvre,5303,62.6,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/F1609
F1610,f1610,"Installateur mainteneur / Installatrice mainteneuse en systèmes solaires, thermiques et photovoltaïques",F,"Construction, Bâtiment et Travaux publics",Second oeuvre,4661,79.5,False,Emploi Vert,N,https://candidat.francetravail.fr/metierscope/fiche-metier/F1610
F1611,f1611,Façadier / Façadière itéiste,F,"Construction, Bâtiment et Travaux publics",Second oeuvre,3599,76.7,False,Emploi stratégique pour la Transition écologique,N,https://candidat.francetravail.fr/metierscope/fiche-metier/F1611
F1612,f1612,Tailleur / Tailleuse de pierre,F,"Construction, Bâtiment et Travaux publics",Second oeuvre,72,81.9,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/F1612
F1613,f1613,Etancheur / Etancheuse,F,"Construction, Bâtiment et Travaux publics",Second oeuvre,3599,76.7,False,Emploi stratégique pour la Transition écologique,N,https://candidat.francetravail.fr/metierscope/fiche-metier/F1613
F1614,f1614,Poseur / Poseuse en fermetures de bâtiment,F,"Construction, Bâtiment et Travaux publics",Second oeuvre,0,,False,Emploi stratégique pour la Transition écologique,,https://candidat.francetravail.fr/metierscope/fiche-metier/F1614
F1615,f1615,Poseur / Poseuse de cloisons démontables et mobiles,F,"Construction, Bâtiment et Travaux publics",Second oeuvre,0,,False,Emploi stratégique pour la Transition écologique,,https://candidat.francetravail.fr/metierscope/fiche-metier/F1615
F1616,f1616,Poseur / Poseuse de menuiseries extérieures,F,"Construction, Bâtiment et Travaux publics",Second oeuvre,0,,False,Emploi stratégique pour la Transition écologique,,https://candidat.francetravail.fr/metierscope/fiche-metier/F1616
F1617,f1617,Poseur / Poseuse de véranda,F,"Construction, Bâtiment et Travaux publics",Second oeuvre,0,,False,Emploi stratégique pour la Transition écologique,,https://candidat.francetravail.fr/metierscope/fiche-metier/F1617
F1618,f1618,Poseur / Poseuse de façade vitrée,F,"Construction, Bâtiment et Travaux publics",Second oeuvre,0,,False,Emploi stratégique pour la Transition écologique,,https://candidat.francetravail.fr/metierscope/fiche-metier/F1618
F1619,f1619,Couvreur / Couvreuse,F,"Construction, Bâtiment et Travaux publics",Second oeuvre,0,,False,Emploi stratégique pour la Transition écologique,N,https://candidat.francetravail.fr/metierscope/fiche-metier/F1619
F1620,f1620,Installateur / Installatrice chauffage et climatisation,F,"Construction, Bâtiment et Travaux publics",Second oeuvre,0,,False,Emploi stratégique pour la Transition écologique,,https://candidat.francetravail.fr/metierscope/fiche-metier/F1620
F1621,f1621,Ramoneur / Ramoneuse,F,"Construction, Bâtiment et Travaux publics",Second oeuvre,0,,False,Emploi stratégique pour la Transition écologique,O,https://candidat.francetravail.fr/metierscope/fiche-metier/F1621
F1622,f1622,Monteur / Monteuse en éclairage public,F,"Construction, Bâtiment et Travaux publics",Second oeuvre,0,,False,Emploi stratégique pour la Transition écologique,N,https://candidat.francetravail.fr/metierscope/fiche-metier/F1622
F1623,f1623,Monteur / Monteuse installation réseaux mobiles,F,"Construction, Bâtiment et Travaux publics",Second oeuvre,0,,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/F1623
F1624,f1624,Staffeur Stuqueur / Staffeuse Stuqueuse,F,"Construction, Bâtiment et Travaux publics",Second oeuvre,0,,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/F1624
F1625,f1625,Monteur / Monteuse en agencement,F,"Construction, Bâtiment et Travaux publics",Second oeuvre,0,,False,Emploi stratégique pour la Transition écologique,N,https://candidat.francetravail.fr/metierscope/fiche-metier/F1625
F1626,f1626,Calorifugeur / Calorifugeuse,F,"Construction, Bâtiment et Travaux publics",Second oeuvre,0,,False,Emploi Vert,N,https://candidat.francetravail.fr/metierscope/fiche-metier/F1626
F1627,f1627,Poseur / Poseuse de compteurs,F,"Construction, Bâtiment et Travaux publics",Second oeuvre,0,,False,Emploi stratégique pour la Transition écologique,N,https://candidat.francetravail.fr/metierscope/fiche-metier/F1627
F1628,f1628,Installateur / Installatrice de bornes de recharges électriques,F,"Construction, Bâtiment et Travaux publics",Second oeuvre,0,,False,Emploi stratégique pour la Transition écologique,N,https://candidat.francetravail.fr/metierscope/fiche-metier/F1628
F1629,f1629,Electricien / Electricienne ferroviaire,F,"Construction, Bâtiment et Travaux publics",Second oeuvre,0,,False,Emploi stratégique pour la Transition écologique,N,https://candidat.francetravail.fr/metierscope/fiche-metier/F1629
F1630,f1630,Technicien / Technicienne de désenfumage,F,"Construction, Bâtiment et Travaux publics",Second oeuvre,0,,False,Emploi stratégique pour la Transition écologique,N,https://candidat.francetravail.fr/metierscope/fiche-metier/F1630
F1701,f1701,Coffreur / Coffreuse,F,"Construction, Bâtiment et Travaux publics",Travaux et gros oeuvre,7803,60.0,False,Emploi stratégique pour la Transition écologique,,https://candidat.francetravail.fr/metierscope/fiche-metier/F1701
F1702,f1702,Ouvrier / Ouvrière en voiries,F,"Construction, Bâtiment et Travaux publics",Travaux et gros oeuvre,7316,60.6,False,Emploi Blanc,,https://candidat.francetravail.fr/metierscope/fiche-metier/F1702
F1703,f1703,Maçon / Maçonne,F,"Construction, Bâtiment et Travaux publics",Travaux et gros oeuvre,8513,65.2,False,Emploi stratégique pour la Transition écologique,,https://candidat.francetravail.fr/metierscope/fiche-metier/F1703
F1704,f1704,Man½uvre bâtiment,F,"Construction, Bâtiment et Travaux publics",Travaux et gros oeuvre,7316,60.6,False,Emploi stratégique pour la Transition écologique,,https://candidat.francetravail.fr/metierscope/fiche-metier/F1704
F1705,f1705,Poseur / Poseuse de canalisations,F,"Construction, Bâtiment et Travaux publics",Travaux et gros oeuvre,7316,60.6,False,Emploi stratégique pour la Transition écologique,N,https://candidat.francetravail.fr/metierscope/fiche-metier/F1705
F1706,f1706,Armaturier / Armaturière de l'industrie du béton,F,"Construction, Bâtiment et Travaux publics",Travaux et gros oeuvre,236,75.4,False,Emploi Blanc,,https://candidat.francetravail.fr/metierscope/fiche-metier/F1706
F1707,f1707,Maçon / Maçonne du paysage,F,"Construction, Bâtiment et Travaux publics",Travaux et gros oeuvre,0,,False,Emploi stratégique pour la Transition écologique,N,https://candidat.francetravail.fr/metierscope/fiche-metier/F1707
F1708,f1708,Installateur-poseur / Installatrice-poseuse de piscines préfabriquées,F,"Construction, Bâtiment et Travaux publics",Travaux et gros oeuvre,0,,False,Emploi stratégique pour la Transition écologique,,https://candidat.francetravail.fr/metierscope/fiche-metier/F1708
F1709,f1709,Démolisseur / Démolisseuse,F,"Construction, Bâtiment et Travaux publics",Travaux et gros oeuvre,0,,False,Emploi stratégique pour la Transition écologique,N,https://candidat.francetravail.fr/metierscope/fiche-metier/F1709
F1710,f1710,Magasinier / Magasinière en négoce des matériaux de construction,F,"Construction, Bâtiment et Travaux publics",Travaux et gros oeuvre,0,,False,Emploi stratégique pour la Transition écologique,N,https://candidat.francetravail.fr/metierscope/fiche-metier/F1710
F1711,f1711,Poseur / Poseuse de voies ferrées,F,"Construction, Bâtiment et Travaux publics",Travaux et gros oeuvre,0,,False,Emploi stratégique pour la Transition écologique,N,https://candidat.francetravail.fr/metierscope/fiche-metier/F1711
G1101,g1101,Agent / Agente d'accueil touristique,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",Accueil et promotion touristique,3120,64.1,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/G1101
G1102,g1102,Chargé / Chargée de promotion touristique,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",Accueil et promotion touristique,3586,66.1,False,Emploi stratégique pour la Transition écologique,N,https://candidat.francetravail.fr/metierscope/fiche-metier/G1102
G1103,g1103,Directeur / Directrice de parc régional,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",Accueil et promotion touristique,0,,False,Emploi Vert,N,https://candidat.francetravail.fr/metierscope/fiche-metier/G1103
G1104,g1104,Consultant / Consultante tourisme,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",Accueil et promotion touristique,0,,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/G1104
G1105,g1105,Directeur / Directrice d'office du tourisme,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",Accueil et promotion touristique,0,,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/G1105
G1106,g1106,Animateur / Animatrice du patrimoine,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",Accueil et promotion touristique,0,,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/G1106
G1107,g1107,Hôte / Hôtesse d'accueil et d'animation de croisière,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",Accueil et promotion touristique,0,,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/G1107
G1108,g1108,Directeur / Directrice de pays d'accueil touristique,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",Accueil et promotion touristique,0,,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/G1108
G1201,g1201,Guide-accompagnateur / Guide-accompagnatrice,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",Animation d'activités de loisirs,2535,71.0,False,Emploi stratégique pour la Transition écologique,N,https://candidat.francetravail.fr/metierscope/fiche-metier/G1201
G1202,g1202,Animateur / Animatrice d'atelier artistique ou ludique,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",Animation d'activités de loisirs,60165,51.5,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/G1202
G1203,g1203,Animateur / Animatrice jeunesse,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",Animation d'activités de loisirs,60165,51.5,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/G1203
G1204,g1204,Educateur sportif / Educatrice sportive,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",Animation d'activités de loisirs,19316,52.9,False,Emploi Blanc,O,https://candidat.francetravail.fr/metierscope/fiche-metier/G1204
G1205,g1205,Opérateur / Opératrice d'attraction,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",Animation d'activités de loisirs,5692,47.9,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/G1205
G1206,g1206,Croupier / Croupière,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",Animation d'activités de loisirs,5692,47.9,False,Emploi Blanc,,https://candidat.francetravail.fr/metierscope/fiche-metier/G1206
G1207,g1207,Surveillant / Surveillante de baignade,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",Animation d'activités de loisirs,0,,False,Emploi Blanc,O,https://candidat.francetravail.fr/metierscope/fiche-metier/G1207
G1208,g1208,Entraîneur / Entraîneure de sport professionnel et de haut niveau,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",Animation d'activités de loisirs,0,,False,Emploi Blanc,O,https://candidat.francetravail.fr/metierscope/fiche-metier/G1208
G1209,g1209,Animateur / Animatrice de loisirs sportifs,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",Animation d'activités de loisirs,0,,False,Emploi Blanc,O,https://candidat.francetravail.fr/metierscope/fiche-metier/G1209
G1210,g1210,Enseignant / Enseignante d'équitation,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",Animation d'activités de loisirs,0,,False,Emploi Blanc,,https://candidat.francetravail.fr/metierscope/fiche-metier/G1210
G1211,g1211,Analyste de la performance sportive,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",Animation d'activités de loisirs,0,,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/G1211
G1212,g1212,Animateur socio-sportif / Animatrice socio-sportive,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",Animation d'activités de loisirs,0,,False,Emploi Blanc,O,https://candidat.francetravail.fr/metierscope/fiche-metier/G1212
G1213,g1213,Chargé / Chargée de développement d'activités sportives,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",Animation d'activités de loisirs,0,,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/G1213
G1214,g1214,Directeur sportif / Directrice sportive,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",Animation d'activités de loisirs,0,,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/G1214
G1215,g1215,Educateur sportif / Educatrice sportive Santé,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",Animation d'activités de loisirs,0,,False,Emploi Blanc,O,https://candidat.francetravail.fr/metierscope/fiche-metier/G1215
G1216,g1216,Moniteur / Monitrice de sport nature,G,"Hôtellerie-Restauration, Tourisme, Loisirs et Animation",Animation d'activités de loisirs,0,,False,Emploi stratégique pour la Transition écologique,O,https://candidat.francetravail.fr/metierscope/fiche-metier/G1216
